date,dungeon,result,time,mana,crystal,energy,drop,grade,sell_value,set,efficiency,slot,rarity,main_stat,prefix_stat,sub1,sub2,sub3,sub4,team1,team2,team3,team4,team5
2017-11-29 11:07,"Dragon's Lair B10",Lost,1:48,1471,0,1,,,,,,,,,,,,,,Verdehile,Tarq,Galleon,Lyn,Taor
2017-11-29 11:08,"Dragon's Lair B10",Win,1:01,4171,0,1,Rune,5*,6120,Guard,38.95,4,Rare,ATK 8%,,SPD +5,CRI Dmg 4%,,,Verdehile,Tarq,Galleon,Lyn,Taor
2017-11-29 11:10,"Dragon's Lair B10",Win,1:05,4939,0,3,Rune,5*,8075,Endure,42.12,1,Rare,ATK +15,Accuracy 6%,CRI Dmg 3%,HP 4%,,,Verdehile,Tarq,Galleon,Lyn,Taor
2017-11-29 11:16,"Dragon's Lair B10",Win,1:06,3835,0,0,Rune,5*,15300,Violent,46.62,2,Rare,DEF +15,Accuracy 7%,SPD +5,ATK +12,,,Verdehile,Tarq,Galleon,Lyn,Taor
2017-11-29 11:17,"Dragon's Lair B10",Win,1:08,4278,0,1,Rune,5*,10115,Shield,38.44,6,Rare,DEF 8%,,HP 4%,SPD +5,,,Verdehile,Tarq,Galleon,Lyn,Taor
2017-11-29 11:19,"Dragon's Lair B10",Win,1:09,4249,0,1,Rainbowmon 2,,,,,,,,,,,,,Verdehile,Tarq,Galleon,Lyn,Taor
2017-11-29 11:20,"Dragon's Lair B10",Win,1:14,5217,0,3,Symbol of Harmony x6,,,,,,,,,,,,,Verdehile,Tarq,Galleon,Lyn,Taor
2017-11-29 11:34,"Dragon's Lair B10",Lost,1:03,760,0,1,,,,,,,,,,,,,,Verdehile,Tarq,Galleon,Lyn,Taor
2017-11-29 11:35,"Dragon's Lair B10",Win,1:00,4552,0,0,Rune,6*,24092,Violent,46.94,1,Rare,ATK +22,,CRI Dmg 4%,Accuracy 8%,,,Verdehile,Tarq,Galleon,Lyn,Taor
2017-11-29 11:43,"Dragon's Lair B10",Win,1:05,4369,0,0,Rune,6*,14265,Focus,50.11,4,Rare,HP 11%,ATK 5%,Accuracy 6%,HP +240,,,Verdehile,Tarq,Galleon,Lyn,Taor
2017-11-29 11:44,"Dragon's Lair B10",Win,0:59,4162,0,0,Rune,6*,10144,Guard,47.07,5,Rare,HP +360,,CRI Dmg 5%,Accuracy 7%,,,Verdehile,Tarq,Galleon,Lyn,Taor
2017-11-29 11:47,"Dragon's Lair B10",Lost,1:17,1045,0,0,,,,,,,,,,,,,,Verdehile,Tarq,Galleon,Lyn,Taor
2017-11-29 11:48,"Dragon's Lair B10",Win,1:11,4470,0,0,Rune,5*,10200,Violent,38.47,3,Rare,DEF +15,,Accuracy 4%,SPD +4,,,Verdehile,Tarq,Galleon,Lyn,Taor
2017-11-29 12:21,"Dragon's Lair B10",Win,0:57,5195,0,2,Rune,6*,11412,Guard,47.32,4,Rare,HP 11%,,DEF 8%,ATK 5%,,,Verdehile,Tarq,Galleon,Lyn,Taor
2017-11-29 12:24,"Dragon's Lair B10",Lost,1:12,445,0,0,,,,,,,,,,,,,,Verdehile,Tarq,Galleon,Lyn,Taor
2017-11-29 13:22,"Dragon's Lair B10",Lost,1:12,905,0,0,,,,,,,,,,,,,,Verdehile,Tarq,Galleon,Lyn,Taor
2017-11-29 13:24,"Dragon's Lair B10",Lost,1:18,798,0,1,,,,,,,,,,,,,,Verdehile,Tarq,Galleon,Lyn,Taor
2017-11-29 13:25,"Dragon's Lair B10",Lost,1:07,1234,0,1,,,,,,,,,,,,,,Verdehile,Tarq,Galleon,Lyn,Taor
2017-11-29 13:27,"Dragon's Lair B10",Lost,1:16,1073,0,1,,,,,,,,,,,,,,Verdehile,Tarq,Galleon,Lyn,Taor
2017-11-29 13:28,"Dragon's Lair B10",Win,1:17,4651,0,0,Rune,6*,9510,Endure,46.13,3,Rare,DEF +22,,CRI Rate 5%,Accuracy 5%,,,Verdehile,Tarq,Galleon,Lyn,Taor
2017-11-29 13:30,"Dragon's Lair B10",Win,1:13,4306,0,4,Rune,6*,15057,Guard,54.46,1,Hero,ATK +22,,CRI Rate 6%,CRI Dmg 7%,HP 5%,,Verdehile,Tarq,Galleon,Lyn,Taor
2017-11-29 13:33,"Dragon's Lair B10",Lost,1:24,741,0,1,,,,,,,,,,,,,,Verdehile,Tarq,Galleon,Lyn,Taor
2017-11-29 15:35,Necropolis B10,Win,3:14,4412,0,1,Rune,5*,12920,Will,45.06,1,Hero,ATK +15,,Accuracy 7%,HP 4%,CRI Dmg 5%,,Shihwa,Colleen,Fuco,Rigel,Xiao Lin
2017-11-29 15:38,Necropolis B10,Win,2:21,3841,1,0,Rainbowmon 3,,,,,,,,,,,,,Shihwa,Colleen,Fuco,Rigel,Xiao Lin
2017-11-29 15:40,Necropolis B10,Win,1:48,3620,0,2,Rune Piece x12,,,,,,,,,,,,,Shihwa,Colleen,Fuco,Rigel,Xiao Lin
2017-11-29 15:43,Necropolis B10,Win,2:22,3964,0,0,Unknown Scroll x9,,,,,,,,,,,,,Shihwa,Colleen,Fuco,Rigel,Xiao Lin
2017-11-29 15:46,Necropolis B10,Win,1:55,3914,0,0,Rune,5*,12920,Destroy,42.93,1,Rare,ATK +15,Resistance 3%,CRI Rate 4%,Accuracy 6%,,,Shihwa,Colleen,Fuco,Rigel,Xiao Lin
2017-11-29 15:48,Necropolis B10,Win,1:39,3675,0,4,Rune,5*,10200,Rage,39.96,3,Rare,DEF +15,,HP 4%,Accuracy 7%,,,Shihwa,Colleen,Fuco,Rigel,Xiao Lin
2017-11-29 15:52,Necropolis B10,Lost,3:11,873,1,0,,,,,,,,,,,,,,Shihwa,Colleen,Fuco,Rigel,Xiao Lin
2017-11-29 15:54,Necropolis B10,Win,2:21,3720,0,2,Rune,5*,10115,Destroy,38.73,6,Rare,HP 8%,,DEF +10,ATK 7%,,,Shihwa,Colleen,Fuco,Rigel,Xiao Lin
2017-11-29 15:58,Necropolis B10,Win,2:07,3520,0,0,Rune,6*,16642,Vampire,47.96,3,Rare,DEF +22,,CRI Dmg 5%,SPD +6,,,Shihwa,Colleen,Fuco,Rigel,Xiao Lin
2017-11-29 16:02,Necropolis B10,Win,3:07,4000,0,1,Symbol of Transcendance x4,,,,,,,,,,,,,Shihwa,Colleen,Fuco,Rigel,Xiao Lin
2017-11-29 16:05,Necropolis B10,Win,2:26,3695,0,1,Rune,6*,20288,Will,52.08,5,Rare,HP +360,SPD +4,DEF 5%,Accuracy 8%,,,Shihwa,Colleen,Fuco,Rigel,Xiao Lin
2017-11-29 16:08,Necropolis B10,Win,2:17,3613,0,0,Rune,5*,8925,Nemesis,39.06,3,Rare,DEF +15,,Resistance 3%,DEF 7%,,,Shihwa,Colleen,Fuco,Rigel,Xiao Lin
2017-11-29 16:13,Necropolis B10,Win,3:04,3986,0,1,Rune,5*,8925,Nemesis,38.11,3,Rare,DEF +15,,HP +106,CRI Rate 5%,,,Shihwa,Colleen,Fuco,Rigel,Xiao Lin
2017-11-29 16:17,Necropolis B10,Win,2:19,3603,0,1,Rune,5*,11560,Rage,37.84,6,Rare,HP 8%,,Accuracy 6%,DEF +10,,,Shihwa,Colleen,Fuco,Rigel,Xiao Lin
2017-11-29 18:39,Faimon Volcano Hell - 1,Win,0:51,1232,0,2,Solid Iron Ore x3,,,,,,,,,,,,,Horned Frog (Fire),Horned Frog (Water),Mushroom (Water),,
2017-11-29 18:40,Faimon Volcano Hell - 1,Win,0:27,1912,0,1,Rune,3*,2937,Revenge,20.76,1,Common,ATK +7,,,,,,Horned Frog (Fire),Horned Frog (Water),Mushroom (Water),,
2017-11-29 18:42,Faimon Volcano Hell - 1,Win,0:34,1221,0,0,Rainbowmon 2,,,,,,,,,,,,,Horned Frog (Fire),Horned Frog (Water),Mushroom (Water),,
2017-11-29 18:43,Faimon Volcano Hell - 1,Win,0:33,1549,0,0,Rune,5*,9690,Revenge,30.13,1,Common,ATK +15,,,,,,Horned Frog (Fire),Horned Frog (Water),Mushroom (Water),,
2017-11-29 18:44,Faimon Volcano Hell - 1,Win,0:58,2474,0,2,Rune,4*,5236,Revenge,25.22,1,Common,ATK +10,,,,,,Horned Frog (Fire),Horned Frog (Water),Mushroom (Water),,
2017-11-29 18:46,Faimon Volcano Hell - 1,Win,0:46,1529,0,0,Solid Iron Ore x3,,,,,,,,,,,,,Mimick (Wind),Mushroom (Wind),Maned Boar (Wind),,
2017-11-29 18:48,Faimon Volcano Hell - 1,Win,0:55,1398,0,1,Rune,3*,2937,Revenge,20.76,1,Common,ATK +7,,,,,,Mimick (Wind),Mushroom (Wind),Maned Boar (Wind),,
2017-11-29 18:49,Faimon Volcano Hell - 1,Win,0:43,1525,0,0,Rune,3*,2937,Revenge,20.76,1,Common,ATK +7,,,,,,Mimick (Wind),Mushroom (Wind),Maned Boar (Wind),,
2017-11-29 18:50,Faimon Volcano Hell - 1,Win,0:45,1969,0,0,Inugami (Fire) 3,,,,,,,,,,,,,Mimick (Wind),Mushroom (Wind),Maned Boar (Wind),,
2017-11-29 18:52,Faimon Volcano Hell - 1,Lost,0:51,1684,0,0,,,,,,,,,,,,,,Mimick (Wind),Mushroom (Wind),Maned Boar (Wind),,
2017-11-29 19:04,"Dragon's Lair B10",Win,1:44,4334,0,2,Rune Piece x11,,,,,,,,,,,,,Verdehile,Tarq,Galleon,Lyn,Taor
2017-11-29 19:06,"Dragon's Lair B10",Lost,1:08,651,0,1,,,,,,,,,,,,,,Verdehile,Tarq,Galleon,Lyn,Taor
2017-11-29 19:08,"Dragon's Lair B10",Win,1:04,4376,0,1,Rune,5*,15300,Shield,47.24,2,Hero,ATK +15,Accuracy 6%,HP +175,CRI Dmg 3%,Resistance 6%,,Verdehile,Tarq,Galleon,Lyn,Taor
2017-11-29 19:12,"Dragon's Lair B10",Win,1:02,3918,0,1,Shapeshifting Stone x3,,,,,,,,,,,,,Verdehile,Tarq,Galleon,Lyn,Taor
2017-11-29 19:18,"Dragon's Lair B10",Win,1:08,4029,0,4,Rune,5*,6460,Focus,40.35,1,Rare,ATK +15,,HP +255,HP 6%,,,Verdehile,Tarq,Galleon,Lyn,Taor
2017-11-29 19:20,"Dragon's Lair B10",Win,0:57,4422,0,1,Rune,5*,6460,Guard,39.06,1,Rare,ATK +15,,ATK 6%,SPD +3,,,Verdehile,Tarq,Galleon,Lyn,Taor
2017-11-29 19:34,"Dragon's Lair B10",Lost,1:15,885,0,2,,,,,,,,,,,,,,Verdehile,Tarq,Galleon,Lyn,Taor
2017-11-29 19:56,"Dragon's Lair B10",Win,0:57,4580,0,3,Rune,5*,9690,Endure,50.94,1,Hero,ATK +15,HP +293,CRI Dmg 5%,Resistance 6%,SPD +4,,Verdehile,Tarq,Galleon,Lyn,Taor
2017-11-29 20:48,"Dragon's Lair B10",Lost,1:13,747,0,0,,,,,,,,,,,,,,Verdehile,Tarq,Galleon,Lyn,Taor
2017-11-29 21:04,"Dragon's Lair B10",Lost,1:15,927,0,1,,,,,,,,,,,,,,Verdehile,Tarq,Galleon,Lyn,Taor
2017-11-29 21:19,"Dragon's Lair B10",Lost,1:08,511,0,2,,,,,,,,,,,,,,Verdehile,Tarq,Galleon,Lyn,Taor
2017-11-29 22:01,"Dragon's Lair B10",Lost,1:41,1040,0,1,,,,,,,,,,,,,,Verdehile,Tarq,Galleon,Lyn,Taor
2017-11-29 22:02,"Dragon's Lair B10",Win,0:54,4315,0,0,Rune,5*,6800,Endure,42.60,2,Rare,HP +270,,CRI Dmg 4%,Resistance 6%,,,Verdehile,Tarq,Galleon,Lyn,Taor
2017-11-29 22:54,"Dragon's Lair B10",Lost,1:19,563,0,3,,,,,,,,,,,,,,Verdehile,Tarq,Galleon,Lyn,Taor
2017-11-29 22:55,"Dragon's Lair B10",Win,1:24,4388,0,1,Rune,5*,9180,Focus,45.85,4,Hero,HP 8%,CRI Rate 3%,CRI Dmg 4%,DEF +13,ATK +13,,Verdehile,Belladeon,Galleon,Lyn,Taor
2017-11-30 11:01,Faimon Volcano Hell - 1,Win,0:41,2157,1,1,Rune,3*,2937,Revenge,20.76,1,Common,ATK +7,,,,,,Mimick (Wind),Mushroom (Wind),Maned Boar (Wind),,
2017-11-30 11:03,Faimon Volcano Hell - 1,Win,0:32,2390,0,1,Rune,3*,2937,Revenge,20.76,1,Common,ATK +7,,,,,,Mimick (Wind),Mushroom (Wind),Maned Boar (Wind),,
2017-11-30 11:21,Faimon Volcano Hell - 1,Win,0:34,1766,0,2,Rune,3*,2937,Revenge,20.76,1,Common,ATK +7,,,,,,Mimick (Wind),Mushroom (Wind),Maned Boar (Wind),,
2017-11-30 11:22,Faimon Volcano Hell - 1,Win,0:28,1154,0,0,Rune,3*,2937,Revenge,20.76,1,Common,ATK +7,,,,,,Mimick (Wind),Mushroom (Wind),Maned Boar (Wind),,
2017-11-30 11:24,Faimon Volcano Hell - 1,Win,0:55,1973,0,1,Unknown Scroll x5,,,,,,,,,,,,,Mimick (Wind),Mushroom (Wind),Maned Boar (Wind),,
2017-11-30 11:26,Faimon Volcano Hell - 1,Win,0:41,1550,0,1,Rainbowmon 2,,,,,,,,,,,,,Mimick (Wind),Mushroom (Wind),Maned Boar (Wind),,
2017-11-30 11:29,Faimon Volcano Hell - 1,Win,0:43,953,0,1,Solid Rock x2,,,,,,,,,,,,,Mimick (Wind),Mushroom (Wind),Maned Boar (Wind),,
2017-11-30 11:32,Faimon Volcano Hell - 1,Win,0:33,1610,0,4,Rune,3*,2937,Revenge,20.76,1,Common,ATK +7,,,,,,Mimick (Wind),Mushroom (Wind),Maned Boar (Wind),,
2017-11-30 11:53,Faimon Volcano Hell - 1,Win,0:38,901,0,0,Rune,4*,5236,Revenge,25.22,1,Common,ATK +10,,,,,,Mimick (Wind),Mushroom (Wind),Maned Boar (Wind),,
2017-11-30 11:55,Faimon Volcano Hell - 1,Win,0:57,2336,0,0,Rainbowmon 2,,,,,,,,,,,,,Sandman (Fire),Mimick (Water),Low Elemental (Water),,
2017-11-30 11:57,Faimon Volcano Hell - 1,Lost,0:07,0,0,0,,,,,,,,,,,,,,,,,,
2017-11-30 11:58,Faimon Volcano Hell - 1,Win,0:31,1589,0,0,Solid Rock x3,,,,,,,,,,,,,Sandman (Fire),Mimick (Water),Low Elemental (Water),,
2017-11-30 13:30,"Dragon's Lair B10",Win,1:51,4153,0,1,Rune Piece x10,,,,,,,,,,,,,Verdehile,Belladeon,Galleon,Veromos,Taor
2017-11-30 13:32,"Dragon's Lair B10",Win,1:38,4407,0,0,Rune,5*,6120,Focus,39.16,4,Rare,CRI Dmg 8%,,DEF +14,HP +270,,,Verdehile,Belladeon,Galleon,Veromos,Taor
2017-11-30 13:33,"Dragon's Lair B10",Win,1:27,4213,1,1,Symbol of Transcendance x9,,,,,,,,,,,,,Verdehile,Belladeon,Galleon,Veromos,Taor
2017-11-30 13:36,"Dragon's Lair B10",Win,1:46,4412,0,1,Rune,5*,6375,Endure,45.31,3,Rare,DEF +15,Accuracy 4%,DEF 6%,HP 7%,,,Verdehile,Belladeon,Galleon,Veromos,Taor
2017-11-30 13:38,"Dragon's Lair B10",Win,1:36,4368,0,2,Symbol of Transcendance x8,,,,,,,,,,,,,Verdehile,Belladeon,Galleon,Veromos,Taor
2017-11-30 13:41,"Dragon's Lair B10",Lost,1:46,645,0,0,,,,,,,,,,,,,,Verdehile,Belladeon,Galleon,Veromos,Taor
2017-11-30 13:43,"Dragon's Lair B10",Win,1:50,4562,0,2,Rune,5*,11900,Shield,40.47,2,Rare,ATK +15,,ATK 7%,CRI Dmg 4%,,,Verdehile,Belladeon,Galleon,Veromos,Taor
2017-11-30 13:45,"Dragon's Lair B10",Win,2:04,4374,0,1,Rune,5*,10880,Violent,39.77,5,Rare,HP +270,,Resistance 3%,DEF +11,,,Verdehile,Belladeon,Galleon,Veromos,Taor
2017-11-30 13:54,"Dragon's Lair B10",Win,1:33,4633,1,3,Symbol of Transcendance x11,,,,,,,,,,,,,Verdehile,Belladeon,Galleon,Veromos,Taor
2017-11-30 13:58,"Dragon's Lair B10",Win,1:51,4063,0,2,Rune,5*,6800,Guard,37.13,2,Rare,HP 8%,,ATK +9,DEF +14,,,Verdehile,Belladeon,Galleon,Veromos,Taor
2017-11-30 14:05,"Dragon's Lair B10",Win,1:27,4444,0,1,Rune,5*,12920,Revenge,45.31,1,Rare,ATK +15,ATK 6%,CRI Rate 3%,HP 7%,,,Verdehile,Belladeon,Galleon,Veromos,Taor
2017-11-30 14:07,"Dragon's Lair B10",Win,1:42,4579,0,0,Symbol of Transcendance x9,,,,,,,,,,,,,Verdehile,Belladeon,Galleon,Veromos,Taor
2017-11-30 14:09,"Dragon's Lair B10",Win,1:55,4199,0,2,Rune,5*,14025,Revenge,51.09,3,Legendary,DEF +15,SPD +3,CRI Rate 3%,HP 7%,HP +129,CRI Dmg 5%,Verdehile,Belladeon,Galleon,Veromos,Taor
2017-11-30 14:13,"Dragon's Lair B10",Win,1:36,4230,0,1,Rainbowmon 2,,,,,,,,,,,,,Verdehile,Belladeon,Galleon,Veromos,Taor
2017-11-30 14:15,"Dragon's Lair B10",Win,1:50,4924,0,1,Rune,5*,13005,Violent,39.63,6,Rare,DEF 8%,ATK 5%,Resistance 3%,SPD +3,,,Verdehile,Belladeon,Galleon,Veromos,Taor
2017-11-30 14:17,"Dragon's Lair B10",Win,1:52,4342,0,1,Rune,5*,7225,Focus,45.06,6,Rare,DEF +15,CRI Dmg 5%,Accuracy 6%,DEF 5%,,,Verdehile,Belladeon,Galleon,Veromos,Taor
2017-11-30 15:00,"Dragon's Lair B10",Win,1:50,4313,0,1,Rune,5*,5100,Guard,38.17,3,Rare,DEF +15,,Resistance 5%,HP 4%,,,Verdehile,Belladeon,Galleon,Veromos,Taor
2017-11-30 15:03,"Dragon's Lair B10",Win,1:45,4194,0,0,Rune,5*,8075,Guard,41.03,1,Rare,ATK +15,ATK 4%,HP +197,SPD +3,,,Verdehile,Belladeon,Galleon,Veromos,Taor
2017-11-30 15:05,"Dragon's Lair B10",Win,1:38,4165,0,0,Symbol of Transcendance x9,,,,,,,,,,,,,Verdehile,Belladeon,Galleon,Veromos,Taor
2017-11-30 15:07,"Dragon's Lair B10",Win,1:44,3934,1,1,Rune,5*,6460,Endure,37.57,1,Rare,ATK +15,,SPD +4,Resistance 3%,,,Verdehile,Belladeon,Galleon,Veromos,Taor
2017-11-30 15:09,"Dragon's Lair B10",Win,2:00,4309,0,0,Rune,6*,33126,Revenge,64.16,1,Legendary,ATK +22,SPD +5,HP 7%,CRI Dmg 6%,Accuracy 6%,CRI Rate 4%,Verdehile,Belladeon,Galleon,Veromos,Taor
2017-12-01 06:34,"Giant's Keep B10",Win,1:13,3639,0,2,Rune,5*,8882,Fatal,44.49,1,Hero,ATK +15,CRI Dmg 3%,HP +171,Resistance 4%,ATK 5%,,Taor,Tarq,Galleon,Lyn,Bernard
2017-12-01 06:36,"Giant's Keep B10",Win,1:18,4120,0,1,Rune,5*,6120,Swift,38.44,4,Rare,ATK 8%,,SPD +5,Accuracy 4%,,,Taor,Tarq,Galleon,Lyn,Bernard
2017-12-01 06:38,"Giant's Keep B10",Win,1:14,3698,0,2,Rune,5*,15300,Despair,44.77,2,Rare,SPD +5,ATK 5%,HP 4%,Resistance 4%,,,Taor,Tarq,Galleon,Lyn,Bernard
2017-12-01 06:39,"Giant's Keep B10",Win,1:10,3871,0,1,Rune,5*,7267,Fatal,43.31,1,Rare,ATK +15,Resistance 6%,CRI Dmg 3%,CRI Rate 4%,,,Taor,Tarq,Galleon,Lyn,Bernard
2017-12-01 07:13,"Giant's Keep B10",Win,1:18,3867,0,1,Rune Piece x11,,,,,,,,,,,,,Taor,Tarq,Galleon,Lyn,Bernard
2017-12-01 07:15,"Giant's Keep B10",Win,1:06,3854,1,0,Rune,5*,5100,Energy,46.80,3,Rare,DEF +15,SPD +5,HP 5%,DEF 7%,,,Taor,Tarq,Galleon,Lyn,Bernard
2017-12-01 07:16,"Giant's Keep B10",Win,1:18,3682,0,3,Rune,5*,6460,Energy,42.38,1,Rare,ATK +15,Resistance 4%,HP 4%,CRI Dmg 5%,,,Taor,Tarq,Galleon,Lyn,Bernard
2017-12-01 07:18,"Giant's Keep B10",Win,0:58,4357,0,0,Shapeshifting Stone x3,,,,,,,,,,,,,Taor,Tarq,Galleon,Lyn,Bernard
2017-12-01 07:19,"Giant's Keep B10",Lost,1:02,560,0,1,,,,,,,,,,,,,,Taor,Tarq,Galleon,Lyn,Bernard
2017-12-01 07:20,"Giant's Keep B10",Win,1:00,4526,0,0,Symbol of Harmony x10,,,,,,,,,,,,,Taor,Tarq,Galleon,Lyn,Bernard
2017-12-01 07:22,"Giant's Keep B10",Win,1:03,4206,0,0,Rune,6*,12838,Fatal,50.33,4,Hero,ATK +22,,HP +202,CRI Dmg 6%,DEF +13,,Taor,Tarq,Galleon,Lyn,Bernard
2017-12-01 07:24,"Giant's Keep B10",Win,1:05,3865,0,0,Rune,5*,7267,Fatal,43.61,1,Hero,ATK +15,,HP +270,SPD +3,CRI Rate 4%,,Taor,Tarq,Galleon,Lyn,Bernard
2017-12-01 11:44,"Giant's Keep B10",Win,1:25,3833,1,0,Rainbowmon 3,,,,,,,,,,,,,Taor,Tarq,Galleon,Lyn,Bernard
2017-12-01 11:48,"Giant's Keep B10",Win,1:08,3994,0,0,Symbol of Harmony x11,,,,,,,,,,,,,Taor,Tarq,Galleon,Lyn,Bernard
2017-12-01 11:51,"Giant's Keep B10",Win,1:05,3989,0,2,Rune,5*,11475,Despair,41.26,3,Rare,DEF +15,CRI Rate 3%,DEF 4%,HP +209,,,Taor,Tarq,Galleon,Lyn,Bernard
2017-12-01 11:54,"Giant's Keep B10",Win,1:15,3869,0,1,Rune,5*,13770,Despair,46.56,4,Hero,HP +270,,Accuracy 4%,ATK 5%,HP 6%,,Taor,Tarq,Galleon,Lyn,Bernard
2017-12-01 11:57,"Giant's Keep B10",Win,1:03,3681,0,0,Rune,6*,13948,Blade,57.14,5,Hero,HP +360,HP 5%,SPD +5,CRI Rate 4%,ATK 7%,,Taor,Tarq,Galleon,Lyn,Bernard
2017-12-01 12:00,"Giant's Keep B10",Win,1:12,4580,0,1,Rune Piece x11,,,,,,,,,,,,,Taor,Tarq,Galleon,Lyn,Bernard
2017-12-01 12:02,"Giant's Keep B10",Win,1:19,3543,0,2,Rune,6*,10698,Fatal,53.19,3,Rare,DEF +22,HP 7%,SPD +6,CRI Dmg 4%,,,Taor,Tarq,Galleon,Lyn,Bernard
2017-12-01 12:06,"Giant's Keep B10",Win,1:03,4237,0,4,Rune,5*,6120,Swift,38.38,4,Rare,HP 8%,,ATK +9,Resistance 7%,,,Taor,Tarq,Galleon,Lyn,Bernard
2017-12-01 12:08,"Giant's Keep B10",Win,1:25,3909,0,1,Rune,6*,8083,Energy,46.43,6,Rare,ATK +22,,ATK 5%,Resistance 7%,,,Taor,Tarq,Galleon,Lyn,Bernard
2017-12-01 12:10,"Giant's Keep B10",Win,1:20,3272,1,1,Symbol of Chaos x4,,,,,,,,,,,,,Taor,Tarq,Galleon,Lyn,Bernard
2017-12-01 12:12,"Giant's Keep B10",Win,1:36,3879,0,1,Rune,5*,7267,Blade,44.72,1,Hero,ATK +15,,SPD +4,Accuracy 4%,ATK 7%,,Taor,Tarq,Galleon,Lyn,Bernard
2017-12-01 12:15,"Giant's Keep B10",Win,1:02,3758,1,1,Rune,5*,8500,Swift,41.34,2,Rare,DEF 8%,Accuracy 7%,CRI Dmg 4%,HP +110,,,Taor,Tarq,Galleon,Lyn,Bernard
2017-12-01 14:05,"Giant's Keep B10",Win,1:19,3853,1,0,Rune,5*,5100,Energy,39.45,2,Rare,DEF +15,,CRI Dmg 3%,Accuracy 7%,,,Taor,Tarq,Galleon,Lyn,Bernard
2017-12-01 14:09,"Giant's Keep B10",Win,1:15,3649,0,2,Rune,6*,9510,Energy,48.98,2,Rare,DEF 11%,,CRI Dmg 6%,ATK 8%,,,Taor,Tarq,Galleon,Lyn,Bernard
2017-12-01 15:18,"Giant's Keep B10",Win,1:08,3857,0,2,Rune,5*,6800,Energy,45.31,2,Rare,DEF +15,ATK 5%,HP 7%,Resistance 5%,,,Taor,Tarq,Galleon,Lyn,Bernard
2017-12-01 16:08,"Giant's Keep B10",Win,1:20,4000,0,1,Symbol of Transcendance x4,,,,,,,,,,,,,Taor,Tarq,Galleon,Lyn,Bernard
2017-12-01 16:12,"Giant's Keep B10",Win,1:19,3604,0,1,Rune,5*,6885,Blade,41.77,4,Rare,DEF +15,CRI Rate 3%,ATK +14,CRI Dmg 3%,,,Taor,Tarq,Galleon,Lyn,Bernard
2017-12-01 16:18,Faimon Volcano Hell - 1,Win,0:53,1635,0,2,Unknown Scroll x5,,,,,,,,,,,,,Sandman (Fire),Mimick (Water),Low Elemental (Water),,
2017-12-01 16:18,Faimon Volcano Hell - 1,Win,0:20,1757,0,0,Rune,4*,5236,Revenge,25.22,1,Common,ATK +10,,,,,,Sandman (Fire),Mimick (Water),Low Elemental (Water),,
2017-12-01 16:19,Faimon Volcano Hell - 1,Win,0:31,1485,0,1,Rune,4*,5236,Revenge,25.22,1,Common,ATK +10,,,,,,Sandman (Fire),Mimick (Water),Low Elemental (Water),,
2017-12-01 16:20,Faimon Volcano Hell - 1,Win,0:35,1371,0,1,Rune,3*,2937,Revenge,20.76,1,Common,ATK +7,,,,,,Sandman (Fire),Mimick (Water),Low Elemental (Water),,
2017-12-01 16:22,Faimon Volcano Hell - 1,Win,0:56,1614,0,1,Rune,3*,3427,Revenge,24.33,1,Common,ATK +7,SPD +3,,,,,Mushroom (Fire),Mushroom (Wind),Low Elemental (Wind),,
2017-12-01 16:23,Faimon Volcano Hell - 1,Win,0:41,1794,0,0,Rune,4*,6109,Revenge,29.69,1,Common,ATK +10,ATK 5%,,,,,Mushroom (Fire),Mushroom (Wind),Low Elemental (Wind),,
2017-12-01 16:25,"Giant's Keep B10",Win,1:18,3664,0,1,Rune,5*,9180,Swift,48.08,4,Hero,HP 8%,Accuracy 5%,CRI Rate 5%,ATK 5%,ATK +12,,Taor,Tarq,Galleon,Lyn,Bernard
2017-12-01 16:27,"Giant's Keep B10",Win,1:07,3749,0,0,Rune,5*,4760,Fatal,45.66,5,Rare,HP +270,,Accuracy 7%,DEF 7%,,,Taor,Tarq,Galleon,Lyn,Bernard
2017-12-01 16:31,"Giant's Keep B10",Win,1:13,3539,0,1,Rune,5*,5440,Energy,43.34,5,Rare,HP +270,Resistance 3%,ATK 4%,ATK +11,,,Taor,Tarq,Galleon,Lyn,Bernard
2017-12-01 22:36,"Giant's Keep B10",Win,1:14,4237,0,0,Rune,5*,11475,Despair,45.31,3,Rare,DEF +15,Accuracy 7%,Resistance 3%,HP 7%,,,Taor,Tarq,Galleon,Lyn,Bernard
2017-12-01 22:37,"Giant's Keep B10",Win,0:59,3621,0,1,Rune,5*,6120,Fatal,47.09,5,Rare,HP +270,DEF +14,Accuracy 6%,DEF 4%,,,Taor,Tarq,Galleon,Lyn,Bernard
2017-12-01 22:39,"Giant's Keep B10",Win,0:51,3778,0,0,Symbol of Harmony x9,,,,,,,,,,,,,Taor,Tarq,Galleon,Lyn,Bernard
2017-12-01 22:40,"Giant's Keep B10",Win,1:18,3555,0,0,Rune,6*,12125,Fatal,51.96,6,Hero,DEF 11%,,SPD +6,Resistance 5%,DEF +13,,Taor,Tarq,Galleon,Lyn,Bernard
2017-12-01 22:43,"Giant's Keep B10",Win,1:22,4205,0,1,Rune,5*,11475,Despair,42.93,3,Rare,DEF +15,SPD +4,Accuracy 3%,Resistance 6%,,,Taor,Tarq,Galleon,Lyn,Bernard
